sal_6_lc2vs0_iate,age
-24175.49952887165,34.0
-37644.306245692795,44.0
-41774.24885514537,42.0
-33907.70380927214,47.0
-42734.5016392938,46.0
-28256.048735470613,48.0
-33525.43909255674,37.0
-38386.15852157819,44.0
-28922.21267130518,45.0
-42930.72263612295,35.0
-49889.004325146045,34.0
-49697.368101668486,46.0
-48631.796164722735,49.0
-38963.88178028837,49.0
-30453.211026623034,47.0
-45703.173919374734,46.0
-27526.60382064696,38.0
-48369.575924528755,41.0
-30994.778630340537,48.0
-48887.46672207018,30.0
-45485.61834542888,35.0
-29956.69873805999,42.0
-35958.05474157458,40.0
-47727.25408362625,38.0
-45547.68203741657,46.0
-49336.160620156275,45.0
-44006.96607443006,34.0
-28746.232083108007,34.0
-26725.36900565235,40.0
-49844.62249313058,37.0
-34993.810378004586,47.0
-46933.609250371825,33.0
-38238.125144517304,41.0
-43118.61631691102,48.0
-34715.69681904313,40.0
-43306.858702936275,46.0
-42932.2512256228,45.0
-43760.05935382309,41.0
-36456.04356933512,37.0
-43460.075069463026,49.0
-32804.577091062376,50.0
-50095.18654631159,38.0
-40227.7906430085,44.0
-47496.92463854348,43.0
-50793.36457817829,48.0
-39838.197843851354,36.0
-48736.61675234159,37.0
-30380.601656884406,41.0
-25765.44589624832,45.0
-44451.463547010135,36.0
-27071.744359408982,46.0
-52616.62268830852,50.0
-32766.281007559654,48.0
-43637.05108317953,40.0
-37385.71304727884,33.0
-34893.187587386914,31.0
-54168.18276761321,34.0
-32226.48807958665,39.0
-37546.74613259119,45.0
-42173.35564754839,36.0
-32231.02645220509,38.0
-27745.50501997089,33.0
-44816.62856405995,50.0
-28552.125681694313,45.0
-34321.14290346238,47.0
-46466.44725565084,45.0
-26610.308041934426,33.0
-28978.79579667786,31.0
-30801.312837164383,47.0
-35727.48637397886,43.0
-30472.448577481337,34.0
-52496.91604240361,35.0
-44413.075345613484,41.0
-30634.99313903517,40.0
-45868.11240390013,42.0
-47756.72323454429,42.0
-37086.55974600767,49.0
-31441.539008799526,46.0
-28948.368448043933,37.0
-50926.39927797951,31.0
-49471.26665671471,48.0
-47430.628552300725,32.0
-30083.067410572563,31.0
-48478.117179467736,41.0
-35871.94100089845,49.0
-37563.28034263325,49.0
-23707.892965082465,36.0
-55013.9607892666,44.0
-26933.380652613858,33.0
-42432.77442821894,32.0
-36693.285560292585,30.0
-34466.385349774486,47.0
-44786.25271410722,48.0
-25079.710568834922,45.0
-46624.17207177593,35.0
-46233.45156641846,32.0
-35299.52875955108,32.0
-35808.700071558545,46.0
-26464.620291275576,40.0
-36561.3832011536,31.0
-46942.1852264604,36.0
-46674.430417963464,34.0
-44876.277831677835,50.0
-30663.01927852461,41.0
-27835.297745203658,36.0
-47036.156686293805,35.0
-41252.58504182754,45.0
-41706.08515700768,40.0
-30917.916080956824,30.0
-56756.140800150424,47.0
-33523.49029144741,48.0
-44064.05244497225,46.0
-28572.100246978916,31.0
-38838.61299412964,40.0
-45844.427912838466,48.0
-25459.206196933254,31.0
-35954.32114680067,36.0
-35254.42142447274,39.0
-36705.31006188789,43.0
-49044.7162852619,36.0
-44074.92769858142,43.0
-46598.44418384483,36.0
-51041.56023124317,32.0
-36334.030893235424,30.0
-33730.45394348713,35.0
-35663.69404776575,34.0
-55256.355434022145,44.0
-33959.41011419097,49.0
-45131.711262820245,48.0
-36383.00137175684,46.0
-30431.63508481698,37.0
-40053.09437501714,37.0
-48537.00407197849,49.0
-29042.935537440335,34.0
-29748.818174300355,43.0
-37583.180674232506,35.0
-45988.29620504167,45.0
-50384.0979499197,42.0
-52298.37787601455,47.0
-27322.253794218806,43.0
-42404.428585398484,47.0
-25714.127125417253,42.0
-52129.72138470427,37.0
-37304.716939091944,35.0
-42863.735731969544,38.0
-41616.10155153617,39.0
-54397.02143367274,34.0
-28901.283680590088,31.0
-37581.8403955241,45.0
-28445.553355556403,46.0
-50894.5371310801,42.0
-28073.291036995714,41.0
